ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Amazing Spider-Man Annual Vol 1 4;Special;The Web and the Flame!;;;1967-11;1967-08-01;Stan Lee;Larry Lieber;🢐 Spider-Man (Peter Parker) 🢒;🢐 The Wizard 🢒 | 🢐 Mysterio 🢒;🢐 Human Torch 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒
Amazing Spider-Man Vol 1 54;Main Series;The Tentacles and the Trap!;;;1967-11;1967-08-08;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;Doctor Octopus (See chronology) | Members of Master Planner's gang;Aunt May (See chronology)
Amazing Spider-Man Vol 1 55;Main Series;Doc Ock Wins!;;;1967-12;1967-09-07;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;🢐 Doctor Octopus (Otto Octavius) 🢒;🢐 Anna Watson 🢒 | 🢐 Aunt May 🢒 | 🢐 Mary Jane Watson 🢒 | 🢐 Gwen Stacy 🢒 | 🢐 John Jameson 🢒
Amazing Spider-Man Vol 1 56;Main Series;Disaster!;;;1968-01;1967-10-10;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;🢐 Doctor Octopus 🢒;🢐 Gwen Stacy 🢒 | 🢐 Harry Osborn 🢒 | 🢐 Aunt May 🢒 | 🢐 Anna May Watson 🢒 | 🢐 Mary Jane Watson 🢒 | 🢐 John Jameson 🢒
Amazing Spider-Man Vol 1 57;Main Series;The Coming of Ka-zar!;;;1968-02;1967-11-09;Stan Lee;John Romita Sr.Don Heck;🢐 Spider-Man (Peter Parker) 🢒;;🢐 Ka-Zar 🢒 | 🢐 Zabu 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Gwen Stacy 🢒
Amazing Spider-Man Vol 1 58;Main Series;To Kill A Spider-Man!;;;1968-03;1967-12-12;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;🢐 Spencer Smythe 🢒 | 🢐 J. Jonah Jameson 🢒 | Spider-Slayer Mark II (First appearance);🢐 Aunt May 🢒 | 🢐 Gwen Stacy 🢒 | 🢐 Harry Osborn 🢒
Amazing Spider-Man Vol 1 59;Main Series;The Brand of the Brainwasher!;;;1968-04;1968-01-09;Stan Lee;John Romita Sr.Don Heck;Spider-Man (Peter Parker) (See chronology);🢐 Dr. Winkler 🢒 (First appearance) | 🢐 Kingpin 🢒;🢐 Aunt May 🢒 | George Stacy (See chronology) | Gwen Stacy (See chronology) | Harry Osborn (See chronology) | 🢐 Mary Jane Watson 🢒
Amazing Spider-Man Vol 1 60;Main Series;O, Bitter Victory!;;;1968-05;1968-02-08;Stan Lee;John Romita Sr.Don Heck;🢐 Spider-Man (Peter Parker) 🢒;🢐 Kingpin 🢒 | 🢐 Dr. Winkler 🢒;🢐 George Stacy 🢒 | 🢐 Gwen Stacy 🢒 | 🢐 Harry Osborn 🢒 | 🢐 Mary Jane Watson 🢒
Amazing Spider-Man Vol 1 61;Main Series;What a Tangled Web We Weave...!;;;1968-06;1968-03-07;Stan Lee;John Romita Sr.Don Heck;🢐 Spider-Man (Peter Parker) 🢒;🢐 Dr. Winkler (Death) | 🢐 Kingpin 🢒;🢐 George Stacy 🢒 | 🢐 Gwen Stacy 🢒 | 🢐 Mary Jane Watson 🢒 | 🢐 Norman Osborn 🢒 | 🢐 Harry Osborn 🢒
Amazing Spider-Man Vol 1 62;Main Series;Make Way for... Medusa!;;;1968-07;1968-04-09;Stan Lee;John Romita Sr.Don Heck;🢐 Spider-Man (Peter Parker) 🢒;🢐 Medusa 🢒;🢐 Gwen Stacy 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Mary Jane Watson 🢒 | 🢐 Harry Osborn 🢒 | 🢐 Norman Osborn 🢒
Spectacular Spider-Man Magazine Vol 1 1;Special;Lo, this Monster!;;;1968-07;1968-04-09;Stan Lee;John Romita;🢐 Spider-Man 🢒;🢐 Richard Raleigh 🢒 (First appearance) (Death) (See Continuity Notes) | Man-Monster 🢒 (Death) (See Continuity Notes) | Dr. Thaxton 🢒 (First appearance) (Death) (See Continuity Notes);🢐 Mary Jane Watson 🢒 | 🢐 Harry Osborn 🢒 | 🢐 J. Jonah Jameson 🢒 | 🢐 Betty Brant 🢒 | 🢐 Joe Roberston 🢒 | 🢐 Gwen Stacy 🢒 | 🢐 George Stacy 🢒 | Aunt May (See chronology) | 🢐 Anna Watson 🢒
Amazing Spider-Man Vol 1 63;Main Series;Wings in the Night!;;;1968-08;1968-05-09;Stan Lee;John Romita Sr.Don Heck;🢐 Spider-Man (Peter Parker) 🢒;🢐 Vulture (Adrian Toomes) 🢒 | 🢐 Vulture (Blackie Drago) 🢒;🢐 Harry Osborn 🢒 | 🢐 George Stacy 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Gwen Stacy 🢒
Amazing Spider-Man Vol 1 64;Main Series;The Vulture's Prey;;;1968-09;1968-06-11;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;🢐 Vulture (Adrian Toomes) 🢒;Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒 | 🢐 Betty Brant 🢒 | 🢐 Ned Leeds 🢒
Amazing Spider-Man Vol 1 65;Main Series;The Impossible Escape!;;;1968-10;1968-07-11;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;Escaping prisoners;🢐 Gwen Stacy 🢒 | 🢐 George Stacy 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒 | 🢐 Harry Osborn 🢒 | 🢐 Mary Jane Watson 🢒 | 🢐 Aunt May 🢒
Spectacular Spider-Man Magazine Vol 1 2;Special;The Goblin Lives!;;;1968-11;1968-08-01;Stan Lee;John Romita;Spider-Man (Peter Parker) (Main story and recap) (See chronology);Green Goblin (Norman Osborn) (Main story and recap) (See chronology);George Stacy (See chronology) | Harry Osborn (See chronology) | 🢐 J. Jonah Jameson 🢒 | Aunt May (See chronology) | Gwen Stacy (See chronology) | 🢐 Mary Jane Watson 🢒
Amazing Spider-Man Vol 1 66;Main Series;The Madness Of Mysterio!;;;1968-11;1968-08-08;Stan Lee;John Romita Sr.Don Heck;Spider-Man (Peter Parker) (Main story and recap) (See chronology);🢐 Mysterio (Quentin Beck) 🢒 (Main story and recap) | 🢐 Green Goblin (Norman Osborn) 🢒;🢐 Aunt May 🢒 | 🢐 Gwen Stacy 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Betty Brant 🢒 | 🢐 Ned Leeds 🢒 | 🢐 Joe Robertson 🢒 | 🢐 George Stacy 🢒 | 🢐 Harry Osborn 🢒
Amazing Spider-Man Annual Vol 1 5;Special;The Parents of Peter Parker!;;;1968-11;1968-08-13;Stan Lee;Larry Lieber;🢐 Spider-Man 🢒 (Appears in flashback);🢐 Red Skull (Malik) 🢒 | Sandor (First and only known appearance) | Finisher (First appearance) (Death);🢐 Aunt May 🢒 (Appears in flashback) | Richard Parker (First appearance) (Death) (Appears in flashback) | Mary Parker (First appearance) (Death) (Appears in flashback)
Amazing Spider-Man Vol 1 67;Main Series;To Squash A Spider!;;;1968-12;1968-09-10;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;🢐 Mysterio 🢒;🢐 Aunt May 🢒 | 🢐 Anna Watson 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒 | 🢐 Betty Brant 🢒 | 🢐 Ned Leeds 🢒 | 🢐 Gwen Stacy 🢒 | 🢐 George Stacy 🢒
Amazing Spider-Man Vol 1 68;Main Series;Crisis on the Campus!;;;1969-01;1968-10-10;Stan Lee;John Romita Sr.Jim Mooney;🢐 Spider-Man (Peter Parker) 🢒;🢐 Kingpin (Wilson Fisk) 🢒;🢐 Gwen Stacy 🢒 | 🢐 Randy Robertson 🢒 | Josh Kittling 🢒 (First appearance) | 🢐 May Parker 🢒
Amazing Spider-Man Vol 1 69;Main Series;Mission: Crush The Kingpin!;;;1969-02;1968-11-12;Stan Lee;John Romita Sr.Jim Mooney;🢐 Spider-Man (Peter Parker) 🢒;🢐 Kingpin 🢒;🢐 Gwen Stacy 🢒 | 🢐 Randy Robertson 🢒 | 🢐 George Stacy 🢒 | 🢐 Josh Kittling 🢒 | 🢐 Joseph Robertson 🢒
Amazing Spider-Man Vol 1 70;Main Series;Spider-Man Wanted!;;;1969-03;1968-12-12;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;🢐 Kingpin 🢒;🢐 Gwen Stacy 🢒 | 🢐 George Stacy 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒 | 🢐 Ned Leeds 🢒
Amazing Spider-Man Vol 1 71;Main Series;The Speedster and The Spider;;;1969-04;1969-01-09;Stan Lee;John Romita Sr.Jim Mooney;🢐 Spider-Man (Peter Parker) 🢒;🢐 Quicksilver (Pietro) 🢒 (Main story and flashback);Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒 | 🢐 Betty Brant 🢒 | 🢐 Ned Leeds 🢒
Amazing Spider-Man Vol 1 72;Main Series;Rocked by..the Shocker!;;;1969-05;1969-02-11;Stan Lee;John Romita Sr.John Buscema;🢐 Spider-Man (Peter Parker) 🢒;🢐 Shocker (Herman Schultz) 🢒;🢐 Gwen Stacy 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Flash Thompson 🢒 | 🢐 May Parker 🢒
Amazing Spider-Man Vol 1 73;Main Series;The Web Closes!;;;1969-06;1969-03-11;Stan Lee;John Romita Sr.John Buscema;🢐 Spider-Man (Peter Parker) 🢒;Maggia | Manfredi Family (First appearance) | Silvermane 🢒 (First appearance) | 🢐 Man Mountain Marko 🢒 (First appearance) | Caesar Cicero 🢒 (First appearance);🢐 Gwen Stacy 🢒 | Daily Bugle Staff | 🢐 Joe Robertson 🢒 | 🢐 J. Jonah Jameson 🢒 | 🢐 Randy Robertson 🢒
Amazing Spider-Man Vol 1 74;Main Series;If This Be Bedlam!;;;1969-07;1969-04-10;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;Maggia | 🢐 Silvermane 🢒 | 🢐 Man-Mountain Marko 🢒 | 🢐 Caesar Cicero 🢒;🢐 Curt Connors 🢒 | 🢐 Gwen Stacy 🢒 | 🢐 Harry Osborn 🢒
Amazing Spider-Man Vol 1 75;Main Series;Death Without Warning!;;;1969-08;;Stan Lee;John Romita Sr.;Spider-Man (Peter Parker) (See chronology);Maggia | 🢐 Silvermane 🢒 (Apparent death) | 🢐 Man Mountain Marko 🢒 | 🢐 Caesar Cicero 🢒;Lizard (Curt Connors)
Amazing Spider-Man Vol 1 76;Main Series;The Lizard Lives!;;;1969-09;;Stan Lee;John Buscema;🢐 Spider-Man (Peter Parker) 🢒;🢐 Lizard (Curt Connors) 🢒;🢐 Martha Connors 🢒 | 🢐 Billy Connors 🢒 | 🢐 Gwen Stacy 🢒 | 🢐 George Stacy 🢒 | 🢐 Joe Robertson 🢒
Amazing Spider-Man Vol 1 77;Main Series;In the Blaze of Battle!;;;1969-10;;Stan Lee;John Buscema;🢐 Spider-Man (Peter Parker) 🢒;;🢐 Martha Connors 🢒 | 🢐 Billy Connors 🢒 | 🢐 Human Torch (Johnny Storm) 🢒
Amazing Spider-Man Vol 1 78;Main Series;The Night of The Prowler!;;;1969-11;;Stan Lee;John Buscema;🢐 Spider-Man (Peter Parker) 🢒;🢐 Prowler (Hobie Brown) 🢒 (First appearance);🢐 Gwen Stacy 🢒 | 🢐 Flash Thompson 🢒 | 🢐 Harry Osborn 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒
Amazing Spider-Man Annual Vol 1 6;Special;The Sinister Six;;;1969-11;;Stan Lee | Steve Ditko;Steve Ditko;Spider-Man (Peter Parker);Sinister Six (First appearance) (Formed) | Doctor Octopus (Otto Octavius) | Electro (Max Dillon) | Kraven the Hunter (Sergei Kravinoff) | Mysterio (Quentin Beck) | Sandman (Flint Marko) | Vulture (Adrian Toomes) | Mysterio's X-Men (First and only known appearance, destruction) | Angel (First and only known appearance, destruction) | Beast (First and only known appearance, destruction) | Cyclops (First and only known appearance, destruction);Aunt May (Appears in flashback) | Flash Thompson | Liz Allan | Daily Bugle Staff | J. Jonah Jameson | Betty Brant
Amazing Spider-Man Vol 1 79;Main Series;To Prowl No More!;;;1969-12;;Stan Lee;John Buscema;🢐 Spider-Man (Peter Parker) 🢒;🢐 Prowler (Hobie Brown) 🢒;🢐 Gwen Stacy 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒
Amazing Spider-Man Vol 1 80;Main Series;On the Trail of the Chameleon!;;;1970-01;;Stan Lee;John Buscema;🢐 Spider-Man (Peter Parker) 🢒;;🢐 Flash Thompson 🢒 | 🢐 Harry Osborn 🢒 | 🢐 Gwen Stacy 🢒 | 🢐 George Stacy 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joseph Robertson 🢒
Amazing Spider-Man Vol 1 81;Main Series;The Coming of the Kangaroo!;;;1970-02;;John Romita Sr.Stan Lee;John Buscema;🢐 Spider-Man (Peter Parker) 🢒 (Appears in flashback);Kangaroo (Frank Oliver) 🢒 (First appearance) (Origin revealed);🢐 Aunt May 🢒 (Appears in flashback) | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒
Amazing Spider-Man Vol 1 82;Main Series;And then came Electro!;;;1970-03;;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒 (Main story and recap);🢐 Electro (Max Dillon) 🢒 (Main story and recap);🢐 Gwen Stacy 🢒 | 🢐 May Parker 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joseph Robertson 🢒
Amazing Spider-Man Vol 1 83;Main Series;The Schemer!;;;1970-04;;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;🢐 Schemer 🢒 (First appearance) (Unidentified) | 🢐 Kingpin 🢒;🢐 Gwen Stacy 🢒 | 🢐 Mary Jane Watson 🢒 | 🢐 Flash Thompson 🢒 | 🢐 Harry Osborn 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joseph Robertson 🢒 | 🢐 Betty Brant 🢒
Amazing Spider-Man Vol 1 84;Main Series;The Kingpin Strikes Back!;;;1970-05;;Stan Lee;John Romita Sr.John Buscema;🢐 Spider-Man (Peter Parker) 🢒;;🢐 Gwen Stacy 🢒 | 🢐 George Stacy 🢒 | 🢐 Vanessa Fisk 🢒
Amazing Spider-Man Vol 1 85;Main Series;And now...the Secret of the Schemer!;;;1970-06;;Stan Lee;John Romita Sr.John Buscema;🢐 Spider-Man (Peter Parker) 🢒 (Main story and recap);🢐 Kingpin 🢒 (Main story and recap) | 🢐 Schemer (Richard Fisk) 🢒 (Name first revealed) (Appears in flashback);🢐 Gwen Stacy 🢒 | 🢐 George Stacy 🢒
Amazing Spider-Man Vol 1 86;Main Series;Beware...The Black Widow!;;;1970-07;;Stan Lee;John Romita Sr.;Spider-Man (Peter Parker) (See chronology);Black Widow (Natasha Romanoff) (Main story and recap) (See chronology);🢐 Gwen Stacy 🢒 | 🢐 Harry Osborn 🢒 | 🢐 George Stacy 🢒 | 🢐 Anna Watson 🢒 | 🢐 Aunt May 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒
Amazing Spider-Man Vol 1 87;Main Series;Unmasked At Last!;;;1970-08;;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;;🢐 Mary Jane Watson 🢒 | 🢐 Gwen Stacy 🢒 | 🢐 Harry Osborn 🢒
Amazing Spider-Man Vol 1 88;Main Series;The Arms of Doctor Octopus!;;;1970-09;;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;🢐 Doctor Octopus 🢒;🢐 Gwen Stacy 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joseph Robertson 🢒 | 🢐 Betty Brant 🢒
Amazing Spider-Man Vol 1 89;Main Series;Doc Ock Lives!;;;1970-10;;Stan Lee;Gil Kane;Spider-Man (Peter Parker) (See chronology);🢐 Doctor Octopus (Otto Octavius) 🢒;Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒
Amazing Spider-Man Vol 1 90;Main Series;And Death Shall Come!;;;1970-11;;Stan Lee;Gil Kane;Spider-Man (Peter Parker) (See chronology);🢐 Doctor Octopus (Otto Octavius) 🢒;🢐 Gwen Stacy 🢒 | George Stacy (See chronology) (Death)
Amazing Spider-Man Vol 1 91;Main Series;To Smash the Spider!;;;1970-12;;Stan Lee;Gil Kane;Spider-Man (Peter Parker) (See chronology);Sam Bullit 🢒 (First appearance);Gwen Stacy (See chronology) | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Robbie Robertson 🢒
Amazing Spider-Man Annual Vol 1 7;Special;Spider-Man Vs. the Chameleon!;;;1970-12;;Stan Lee | Steve Ditko;Steve Ditko;Spider-Man (Peter Parker) (See chronology);Chameleon (Dmitri Smerdyakov) (First appearance) (See chronology);Fantastic Four | Mister Fantastic (Reed Richards) (See chronology) | Invisible Girl (Sue Storm) (See chronology) | Human Torch (Johnny Storm) (See chronology) | Thing (Ben Grimm) (See chronology)
Amazing Spider-Man Vol 1 92;Main Series;When Iceman Attacks!;;;1971-01;;Stan Lee;Gil Kane;🢐 Spider-Man (Peter Parker) 🢒;🢐 Sam Bullit;🢐 Iceman (Bobby Drake) 🢒 | 🢐 Gwen Stacy 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Robbie Robertson 🢒
Amazing Spider-Man Vol 1 93;Main Series;The Lady and --- the Prowler!;;;1971-02;;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;🢐 Prowler 🢒 (Appears in flashback);🢐 Gwen Stacy 🢒
Amazing Spider-Man Vol 1 94;Main Series;On Wings of Death!;;;1971-03;;Stan Lee;John Romita;🢐 Spider-Man (Peter Parker) 🢒 (Appears in flashback);🢐 Beetle 🢒;🢐 Aunt May 🢒 (Appears in flashback) | 🢐 Anna Watson 🢒
Amazing Spider-Man Vol 1 95;Main Series;Trap for a Terrorist!;;;1971-04;;Stan Lee;John Romita;🢐 Spider-Man (Peter Parker) 🢒;Terrorists;🢐 Mary Jane Watson 🢒 | 🢐 Aunt May 🢒 | 🢐 Gwen Stacy 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒
Amazing Spider-Man Vol 1 96;Main Series;...And Now, The Goblin!;;;1971-05;;Stan Lee;Gil Kane;🢐 Spider-Man (Peter Parker) 🢒;🢐 Green Goblin (Norman Osborn) 🢒;🢐 Harry Osborn 🢒 | 🢐 Mary Jane Watson 🢒 | Daily Bugle Staff | 🢐 Joe Robertson 🢒 | 🢐 Betty Brant 🢒
Amazing Spider-Man Vol 1 97;Main Series;In the Grip of the Goblin!;;;1971-06;;Stan Lee;Gil Kane;Spider-Man (Peter Parker) (See chronology);Green Goblin (See chronology);🢐 Harry Osborn 🢒 | 🢐 Mary Jane Watson 🢒
Amazing Spider-Man Vol 1 98;Main Series;The Goblin's Last Gasp!;;;1971-07;;Stan Lee;Gil Kane;🢐 Spider-Man (Peter Parker) 🢒;;🢐 Harry Osborn 🢒 | 🢐 Gwen Stacy 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒
Amazing Spider-Man Vol 1 99;Main Series;A Day in the Life Of ---;;;1971-08;;Stan Lee;Gil Kane;🢐 Spider-Man (Peter Parker) 🢒;Turpo;🢐 Gwen Stacy 🢒 | Daily Bugle Staff | 🢐 Joe Robertson 🢒 | 🢐 J. Jonah Jameson 🢒
Amazing Spider-Man Vol 1 100;Main Series;The Spider or the Man?;;;1971-09;;Stan Lee;Gil Kane;🢐 Spider-Man (Peter Parker) 🢒;Vulture (Dream) | The Lizard (Dream) | Green Goblin (Dream) | Doctor Octopus (Dream) | Kingpin (Dream);Aunt May (Dream) | Gwen Stacy (Dream) | George Stacy (Dream) | Daily Bugle Staff (Dream) | J. Jonah Jameson (Dream) | Ned Leeds (Dream) | Betty Brant (Dream)
Amazing Spider-Man Vol 1 101;Main Series;A Monster Called Morbius!;;;1971-10;;Roy Thomas;Gil Kane;🢐 Spider-Man (Peter Parker) 🢒;🢐 Morbius 🢒 (First appearance) | 🢐 The Lizard (Dr. Curt Connors) 🢒;🢐 Gwen Stacy 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒
Amazing Spider-Man Vol 1 102;Main Series;Vampire at Large!;;;1971-11;;Roy Thomas;Gil Kane;🢐 Spider-Man (Peter Parker) 🢒;🢐 Morbius (Michael Morbius) 🢒 (Origin revealed) (Appears in flashback);🢐 Lizard (Curtis Connors) 🢒
Amazing Spider-Man Vol 1 103;Main Series;Walk The Savage Land!;;;1971-12;;Roy Thomas;Gil Kane;🢐 Spider-Man (Peter Parker) 🢒;🢐 Kraven the Hunter (Sergei Kravinoff) 🢒 | 🢐 Gog 🢒 (First appearance);🢐 Ka-Zar (Kevin Plunder) 🢒 | 🢐 Gwen Stacy 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒 | Charlie (First and only known appearance) | Sam (First and only known appearance)
Amazing Spider-Man Annual Vol 1 8;Special;The Sinister Shocker!;;;1971-12;;Stan Lee;John Romita Sr.;Spider-Man (Peter Parker);Shocker (Herman Schultz) (First appearance) (Origin revealed);Aunt May | Daily Bugle Staff | J. Jonah Jameson | Frederick Foswell | Harry Osborn | Mary Jane Watson
Amazing Spider-Man Vol 1 104;Main Series;The Beauty And The Brute;;;1972-01;;Roy Thomas;Gil Kane;🢐 Spider-Man (Peter Parker) 🢒;🢐 Kraven the Hunter (Sergei Kravinoff) 🢒 (Main story and flashback) (Apparent death) | 🢐 Gog 🢒 (Main story and flashback) (Apparent death);🢐 Ka-Zar (Kevin Plunder) 🢒 | 🢐 Gwen Stacy 🢒 | 🢐 J. Jonah Jameson 🢒
Amazing Spider-Man Vol 1 105;Main Series;The Spider Slayer!;;;1972-02;;Stan Lee;Gil Kane;Spider-Man (Peter Parker) (See chronology);🢐 Spencer Smythe 🢒;🢐 Aunt May 🢒 | 🢐 Flash Thompson 🢒 | 🢐 Harry Osborn 🢒 | 🢐 Gwen Stacy 🢒 | 🢐 Mary Jane Watson 🢒 | Daily Bugle Staff | 🢐 Joe Robertson 🢒 | J. Jonah Jameson (See chronology)
Marvel Team-Up Vol 1 1;Secondary;Have Yourself a Sandman Little Christmas!;;;1972-03;1971-12-21;Roy Thomas;Ross Andru;🢐 Spider-Man (Peter Parker) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Sandman (Flint Marko) 🢒;Misty Knight 🢒 (First appearance) | 🢐 Mrs. Baker (First and only known appearance)
Amazing Spider-Man Vol 1 106;Main Series;Squash Goes the Spider!;;;1972-03;;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;🢐 Spencer Smythe 🢒;🢐 Mary Jane Watson 🢒 | 🢐 Harry Osborn 🢒 | 🢐 Gwen Stacy 🢒 | 🢐 Flash Thompson 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒
Amazing Spider-Man Vol 1 107;Main Series;Spidey Smashes Thru!;;;1972-04;;Stan Lee;John Romita Sr.;Spider-Man (Peter Parker) (See chronology);🢐 Spencer Smythe 🢒;Gwen Stacy (See chronology) | 🢐 Flash Thompson 🢒 | 🢐 J. Jonah Jameson 🢒
Amazing Spider-Man Vol 1 108;Main Series;Vengeance from Vietnam!;;;1972-05;1972-02-15;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;Giant One 🢒 (First appearance);🢐 Flash Thompson 🢒 (Appears in flashback) | 🢐 Aunt May 🢒 | 🢐 Gwen Stacy 🢒 | 🢐 Harry Osborn 🢒
Marvel Team-Up Vol 1 2;Secondary;And Spidey Makes Four!;;;1972-05;1972-02-15;Gerry Conway;Ross Andru;🢐 Spider-Man (Peter Parker) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;Frightful Four | 🢐 Sandman (Flint Marko) 🢒 | 🢐 Trapster (Peter Petruski) 🢒 | 🢐 Wizard (Bentley Wittman) 🢒 | 🢐 Annihilus 🢒;
Amazing Spider-Man Vol 1 109;Main Series;Enter Dr. Strange!;;;1972-06;1972-03-14;Stan Lee;John Romita Sr.;🢐 Spider-Man (Peter Parker) 🢒;🢐 Giant One (Final appearance);🢐 Doctor Strange (Stephen Strange) 🢒 | 🢐 Flash Thompson 🢒 (Appears in flashback) | 🢐 Gwen Stacy 🢒 | 🢐 Aunt May 🢒 | 🢐 Harry Osborn 🢒
